packet_size,protocol,ttl,flow_duration,total_packets,total_bytes,packets_per_second,bytes_per_second,avg_packet_size,min_packet_size,max_packet_size,packet_size_std,forward_packet_count,backward_packet_count,forward_bytes,backward_bytes,packet_direction_ratio,flow_symmetry_ratio,unique_src_ports,unique_dst_ports,ttl_mean,ttl_std,ip_fragment_count,tcp_syn_count,tcp_ack_count,tcp_fin_count,tcp_rst_count,tcp_psh_count,tcp_urg_count,tcp_flag_total,tcp_syn_ratio,tcp_ack_ratio,tcp_fin_ratio,tcp_rst_ratio,tcp_psh_ratio,tcp_urg_ratio,retransmission_estimate,packet_size_entropy,timing_entropy,burstiness_score,packet_rate_variance,byte_rate_variance,payload_variability_score,inter_arrival_mean,inter_arrival_std,flow_idle_time,flow_active_time,packet_size_randomization_score,timing_jitter_score,fragmentation_anomaly_score,ttl_randomization_score,tos_randomization_score,window_randomization_score,header_consistency_score,timing_irregularity_score,flow_uniformity_score,obf_size_randomized,obf_timing_jittered,obf_fragmented,obf_ttl_randomized,obf_tos_randomized,obf_window_randomized,obf_jitter_ms,obf_fragment_index,obf_total_fragments,label,label_binary,attack_family,scenario_id,obfuscation_applied,obfuscation_type,obfuscation_severity
177,6,70.0,2.999066,3,0,1.0003114302919642,0.0,0.0,177,177,0.0,3,0,0,0,3.0,0.0,1,1,70.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.999066,0.016666666666666666,0.14648095397106367,0.0,1.0,1.0,1.0,0.0,0.14648095397106367,0.0,1,1,0,1,1,1,14.648095397106367,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
20,6,72.0,0.0,1,0,0.0,0.0,0.0,20,20,0.0,1,0,0,0,1.0,0.0,1,1,72.0,0.0,3,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.32641169227858213,0.75,1.0,1.0,1.0,0.0,0.32641169227858213,0.0,1,1,1,1,1,1,32.641169227858214,3.0,4.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
58,6,40.0,0.0,1,0,0.0,0.0,0.0,58,58,0.0,1,0,0,0,1.0,0.0,1,1,40.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.106843067053452,0.0,1.0,1.0,1.0,0.0,0.106843067053452,0.0,1,1,0,1,1,1,10.6843067053452,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
78,6,110.0,2.998814,3,0,1.0003954896835883,0.0,0.0,78,78,0.0,3,0,0,0,3.0,0.0,1,1,110.0,0.0,1,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.998814,0.5666666666666667,0.44215465748744864,0.25,1.0,1.0,1.0,0.0,0.44215465748744864,0.0,1,1,1,1,1,1,44.21546574874486,1.0,2.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
197,6,63.0,2.998824,3,0,1.00039215372426,0.0,0.0,197,197,0.0,3,0,0,0,3.0,0.0,1,1,63.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.998824,0.09444444444444444,0.0846707001491933,0.0,1.0,1.0,1.0,0.0,0.0846707001491933,0.0,1,1,0,1,1,1,8.46707001491933,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
152,17,0.0,0.014733,2,96,135.74967759451573,6515.984524536754,48.0,152,152,0.0,1,1,48,48,1.0,1.0,1,1,0.0,0.0,0,1,0,1,0,0,0,2,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014733,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
20,6,97.0,0.0,1,0,0.0,0.0,0.0,20,20,0.0,1,0,0,0,1.0,0.0,1,1,97.0,0.0,4,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.873142228240472,1.0,1.0,1.0,1.0,0.0,0.873142228240472,0.0,1,1,1,1,1,1,87.3142228240472,4.0,5.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
20,6,88.0,0.0,1,0,0.0,0.0,0.0,20,20,0.0,1,0,0,0,1.0,0.0,1,1,88.0,0.0,2,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3695170509744539,0.5,1.0,1.0,1.0,0.0,0.3695170509744539,0.0,1,1,1,1,1,1,36.95170509744539,2.0,3.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
68,1,0.0,0.0,1,0,0.0,0.0,0.0,68,68,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
67,6,51.0,0.0,1,0,0.0,0.0,0.0,67,67,0.0,1,0,0,0,1.0,0.0,1,1,51.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11666666666666667,0.09610480075176492,0.0,1.0,1.0,1.0,0.0,0.09610480075176492,0.0,1,1,0,1,1,1,9.610480075176492,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
56,1,0.0,0.0,1,0,0.0,0.0,0.0,56,56,0.0,1,0,0,0,1.0,0.0,1,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
66,6,43.0,0.0,1,0,0.0,0.0,0.0,66,66,0.0,1,0,0,0,1.0,0.0,1,1,43.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5578025973343007,0.0,1.0,1.0,1.0,0.0,0.5578025973343007,0.0,1,1,0,1,1,1,55.78025973343007,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
78,6,106.0,2.998814,3,0,1.0003954896835883,0.0,0.0,78,78,0.0,3,0,0,0,3.0,0.0,1,1,106.0,0.0,1,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.998814,0.5666666666666667,0.44215465748744864,0.25,1.0,1.0,1.0,0.0,0.44215465748744864,0.0,1,1,1,1,1,1,44.21546574874486,1.0,2.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
45,6,114.0,0.181649,2,0,11.010245033003208,0.0,0.0,45,45,0.0,1,1,0,0,1.0,0.0,1,1,114.0,0.0,1,0,0,0,1,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181649,0.55,0.19749934562521246,0.25,1.0,1.0,1.0,0.0,0.19749934562521246,0.0,1,1,1,1,1,1,19.749934562521247,1.0,2.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
59,6,76.0,0.0,1,0,0.0,0.0,0.0,59,59,0.0,1,0,0,0,1.0,0.0,1,1,76.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.029937261756612585,0.0,1.0,1.0,1.0,0.0,0.029937261756612585,0.0,1,1,0,1,1,1,2.9937261756612585,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
50,6,89.0,0.0,1,0,0.0,0.0,0.0,50,50,0.0,1,0,0,0,1.0,0.0,1,1,89.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.18111586409247424,0.0,1.0,1.0,1.0,0.0,0.18111586409247424,0.0,1,1,0,1,1,1,18.111586409247423,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
28,6,125.0,0.0,1,0,0.0,0.0,0.0,28,28,0.0,1,0,0,0,1.0,0.0,1,1,125.0,0.0,1,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.2080138328305284,0.25,1.0,1.0,1.0,0.0,0.2080138328305284,0.0,1,1,1,1,1,1,20.80138328305284,1.0,2.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
42,6,69.0,0.0,1,0,0.0,0.0,0.0,42,42,0.0,1,0,0,0,1.0,0.0,1,1,69.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.16930108657244627,0.0,1.0,1.0,1.0,0.0,0.16930108657244627,0.0,1,1,0,1,1,1,16.930108657244627,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
20,6,84.0,0.0,1,0,0.0,0.0,0.0,20,20,0.0,1,0,0,0,1.0,0.0,1,1,84.0,0.0,2,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3695170509744539,0.5,1.0,1.0,1.0,0.0,0.3695170509744539,0.0,1,1,1,1,1,1,36.95170509744539,2.0,3.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
52,6,51.0,2.998805,3,0,1.0003984920660063,0.0,0.0,52,52,0.0,3,0,0,0,3.0,0.0,1,1,51.0,0.0,2,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.998805,0.7111111111111111,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,1,100.0,2.0,3.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
68,1,0.0,0.0,1,0,0.0,0.0,0.0,68,68,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
62,6,123.0,0.0,1,0,0.0,0.0,0.0,62,62,0.0,1,0,0,0,1.0,0.0,1,1,123.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.23041999520152776,0.0,1.0,1.0,1.0,0.0,0.23041999520152776,0.0,1,1,0,1,1,1,23.041999520152775,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
264,1,0.0,3.000055,3,180,0.9999816670027716,59.998900020166296,60.0,264,264,0.0,3,0,180,0,3.0,180.0,1,1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.000055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
52,6,61.0,2.998805,3,0,1.0003984920660063,0.0,0.0,52,52,0.0,3,0,0,0,3.0,0.0,1,1,61.0,0.0,2,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.998805,0.7111111111111111,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,1,100.0,2.0,3.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
64,6,73.0,0.0,1,0,0.0,0.0,0.0,64,64,0.0,1,0,0,0,1.0,0.0,1,1,73.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.8084797158157861,0.0,1.0,1.0,1.0,0.0,0.8084797158157861,0.0,1,1,0,1,1,1,80.84797158157862,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
63,6,71.0,0.0,1,0,0.0,0.0,0.0,63,63,0.0,1,0,0,0,1.0,0.0,1,1,71.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.10057217682086426,0.0,1.0,1.0,1.0,0.0,0.10057217682086426,0.0,1,1,0,1,1,1,10.057217682086426,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
69,6,52.0,0.0,1,0,0.0,0.0,0.0,69,69,0.0,1,0,0,0,1.0,0.0,1,1,52.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.2514808431183811,0.0,1.0,1.0,1.0,0.0,0.2514808431183811,0.0,1,1,0,1,1,1,25.14808431183811,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
99,6,34.0,2.999062,3,0,1.0003127644576872,0.0,0.0,99,99,0.0,3,0,0,0,3.0,0.0,1,1,34.0,0.0,1,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.999062,0.45,0.0100532275525304,0.25,1.0,1.0,1.0,0.0,0.0100532275525304,0.0,1,1,1,1,1,1,1.00532275525304,1.0,2.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
59,6,43.0,0.0,1,0,0.0,0.0,0.0,59,59,0.0,1,0,0,0,1.0,0.0,1,1,43.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,100.0,0.0,0.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
60,6,0.0,0.0,1,0,0.0,0.0,0.0,60,60,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
20,6,93.0,0.0,1,0,0.0,0.0,0.0,20,20,0.0,1,0,0,0,1.0,0.0,1,1,93.0,0.0,3,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.75,1.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,1,100.0,3.0,4.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
40,17,0.0,0.0,1,0,0.0,0.0,0.0,40,40,0.0,1,0,0,0,1.0,0.0,1,1,0.0,0.0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,benign,0,-,CTU-IoT-Malware-Capture-1-1,0,none,none
55,6,104.0,2.998805,3,0,1.0003984920660063,0.0,0.0,55,55,0.0,3,0,0,0,3.0,0.0,1,1,104.0,0.0,2,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.998805,0.6944444444444444,0.18810661695722863,0.5,1.0,1.0,1.0,0.0,0.18810661695722863,0.0,1,1,1,1,1,1,18.810661695722864,2.0,3.0,malicious,1,PartOfAHorizontalPortScan,CTU-IoT-Malware-Capture-1-1,1,combined,high
